id;pt_BR;en;fr;it;nl;pt;es;de
Bank>2500;[[BA\2500]]Você pode controlar ou liquidar outras companhias aéreas se possuir ao menos 50%% das ações e a companhia aérea interessada possuir menos de 30%% das suas. Com qual companhia nós estamos fazendo negócio?;[[BA\2500]]You can take over or liquidate other airlines if you own at least 50%% of the stocks and the airline concerned owns less than 30%% of yours. Which airline are we dealing with here?;[[BA\2500]]Vous pouvez racheter ou liquider une autre compagnie si vous possédez au moins 50%% de ses actions et si la compagnie possède moins de 30%% des vôtres. De quelle compagnie s'agit-il ici ?;[[BA\2500]]Può rilevare o liquidare altre compagnie aeree se possiede almeno il 50%% delle azioni e la compagnia interessata possiede meno del 30%% delle sue. Qual è la compagnia in questione?;[[BA\2500]]Je kunt andere luchtvaartmaatschappijen overnemen of vernietigen als je minstens 50%% van de aandelen hebt, en de desbetreffende maatschappij minder dan 30%% van de jouwe heeft. Om welke luchtvaartmaatschappij gaat het?;[[BA\2500]]Pode apropriar-se ou liquidar outras companhias aéreas se possuir pelo menos 50%% das acções da companhia alvo e se essa possuir menos de 30%% da sua. De que companhia aérea é que se trata?;[[BA\2500]]Puede absorber o liquidar otras compañías aéreas si posee al menos el 50%% de las acciones y la compañía en cuestión posee menos del 30%% de su compañía. ¿De qué compañía se trata?;[[BA\2500]]Sie können andere Fluglinien übernehmen oder liquidieren, wenn Sie mindestens 50%% der Aktien besitzen und die betreffende Firma weniger als 30%% Anteil an Ihrem Unternehmen hat. Um welche Fluglinie geht es?
Bank>2510;[[P1\BA\2510]]Com a [[*]] %s. (%li%%);[[P1\BA\2510]]It's about [[*]] %s. (%li%%);[[P1\BA\2510]]Il s'agit de [[*]] %s. (%li%%);[[P1\BA\2510]]Si tratta della [[*]] %s. (%li%%);[[P1\BA\2510]]Het gaat over [[*]] %s. (%li%%);[[P1\BA\2510]]É sobre a [[*]] %s. (%li%%);[[P1\BA\2510]]Se trata de [[*]] %s. (%li%%);[[P1\BA\2510]]Es geht um [[*]] %s. (%li%%)
Bank>2511;[[P1\BA\2510]]Com a [[*]] %s. (%li%%);[[P1\BA\2510]]It's about [[*]] %s. (%li%%);[[P1\BA\2510]]Il s'agit de [[*]] %s. (%li%%);[[P1\BA\2510]]Si tratta della [[*]] %s. (%li%%);[[P1\BA\2510]]Het gaat over [[*]] %s. (%li%%);[[P1\BA\2510]]É sobre a [[*]] %s. (%li%%);[[P1\BA\2510]]Se trata de [[*]] %s. (%li%%);[[P1\BA\2510]]Es geht um [[*]] %s. (%li%%)
Bank>2512;[[P1\BA\2510]]Com a [[*]] %s. (%li%%);[[P1\BA\2510]]It's about [[*]] %s. (%li%%);[[P1\BA\2510]]Il s'agit de [[*]] %s. (%li%%);[[P1\BA\2510]]Si tratta della [[*]] %s. (%li%%);[[P1\BA\2510]]Het gaat over [[*]] %s. (%li%%);[[P1\BA\2510]]É sobre a [[*]] %s. (%li%%);[[P1\BA\2510]]Se trata de [[*]] %s. (%li%%);[[P1\BA\2510]]Es geht um [[*]] %s. (%li%%)
Bank>2513;[[P1\BA\2510]]Com a [[*]] %s. (%li%%);[[P1\BA\2510]]It's about [[*]] %s. (%li%%);[[P1\BA\2510]]Il s'agit de [[*]] %s. (%li%%);[[P1\BA\2510]]Si tratta della [[*]] %s. (%li%%);[[P1\BA\2510]]Het gaat over [[*]] %s. (%li%%);[[P1\BA\2510]]É sobre a [[*]] %s. (%li%%);[[P1\BA\2510]]Se trata de [[*]] %s. (%li%%);[[P1\BA\2510]]Es geht um [[*]] %s. (%li%%)
Bank>2514;[[P1\BA\2514]]Eu mudei de idéia.;[[P1\BA\2514]]I've changed my mind.;[[P1\BA\2514]]J'ai changé d'avis.;[[P1\BA\2514]]Ho cambiato idea.;[[P1\BA\2514]]Hmm.. Ik heb me bedacht.;[[P1\BA\2514]]Mudei de ideias.;[[P1\BA\2514]]He cambiado de opinión.;[[P1\BA\2514]]Ich hab's mir anders überlegt.
Bank>2520;[[BA\2520]]Mas esta companhia aérea é sua!;[[BA\2520]]But that's your own airline!;[[BA\2520]]Mais, c'est votre propre compagnie !;[[BA\2520]]Ma si tratta della sua compagnia aerea!;[[BA\2520]]Maar dat is je eigen luchtvaartmaatschappij!;[[BA\2520]]Mas é a sua própria companhia aérea!;[[BA\2520]]¡Pero si ésa es su propia compañía!;[[BA\2520]]Aber das ist Ihre eigene Fluglinie!
Bank>2521;[[BA\2521]]Mas essa companhia aérea não existe mais.;[[BA\2521]]But that airline doesn't exist anymore.;[[BA\2521]]Mais, cette compagnie n'existe plus !;[[BA\2521]]Ma questa compagnia aerea non esiste più!;[[BA\2521]]Hmm.. Deze luchtvaartmaatschappij bestaat niet meer.;[[BA\2521]]Mas essa companhia aérea já não existe!;[[BA\2521]]¡Si esa compañía ya no existe!;[[BA\2521]]Aber die Fluglinie gibt es nicht mehr!
Bank>2522;[[BA\2522]]Mas você não tem ações suficientes. Você precisa de pelo menos 50%%!;[[BA\2522]]Your stake in that airline is too small. You need at least 50%%!;[[BA\2522]]Vous n'avez pas assez d'actions. Vous devez avoir au moins 50%% !;[[BA\2522]]Non ha abbastanza azioni. Deve possederne almeno il 50%%!;[[BA\2522]]Je hebt niet genoeg aandelen! je hebt minstens 50%% nodig!;[[BA\2522]]Não tem acções suficientes. Precisa de pelo menos 50%%!;[[BA\2522]]No tiene suficientes acciones. ¡Necesita al menos el 50%%!;[[BA\2522]]Sie besitzen einen zu kleinen Teil der Aktien. Sie brauchen mindestens 50%%!
Bank>9992522;Você possui %s%%.;You own %s%%.;Vous avez %s%%.;Possiede il %s%%.;Je bezit %s%%.;Possui %s%%.;Posee %s%%.;Sie besitzen %s%%.
Bank>2523;[[BA\2523a]]Sinto muito, mas isso não é possível. [[*]] %s [[BA\2523b]] possui muitas de suas ações.;[[BA\2523a]]I'm sorry, but that's not possible. [[*]] %s [[BA\2523b]]owns a lot of your stocks.;[[BA\2523a]]Je suis désolé mais ce n'est pas possible. [[*]] %s [[BA\2523b]] possède un grand nombre de vos actions.;[[BA\2523a]]Mi dispiace, ma non è possibile. La [[*]] %s [[BA\2523b]] possiede molte azioni della sua compagnia.;[[BA\2523a]]Sorry, maar dat is niet mogelijk. [[*]] %s [[BA\2523b]] bezit veel van je aandelen.;[[BA\2523a]]Lamento, mas não é possível. A [[*]] %s [[BA\2523b]] possui muitas das suas acções.;"[[BA\2523a]]Lo siento, pero no es posible; [[*]] %s [[BA\2523b]] posee muchas acciones de su compañía.";[[BA\2523a]]Das geht leider nicht, denn [[*]] %s [[BA\2523b]] besitzt viele Ihrer Aktien Ihrer Aktien.
Bank>9992523;" [[*]] %s%%";%s%%;%s%%;%s%%;%s%%;%s%%;%s%%;%s%%
Bank>2524;[[BA\2524c]]Você deseja assumir a companhia ou liquidá-la?;[[BA\2524c]]Do you want to take the company over or liquidate it?;[[BA\2524c]]Voulez-vous racheter la compagnie ou bien la liquider ?;[[BA\2524c]]Desidera rilevare la società o liquidarla?;[[BA\2524]]Wil je ze overnemen of vernietigen?;[[BA\2524c]]Deseja comprar ou liquidar a companhia?;[[BA\2524c]]¿Quiere usted absorber la compañía o liquidarla?;[[BA\2524c]] Möchten Sie die Firma übernehmen oder liquidieren?
Bank>2525;[[BA\2525]]Sinto muito, mas você não possui ações dessa companhia. Você precisa ter pelo menos 50%%!;[[BA\2525]]I'm sorry, but you don't own any stocks in this airline. You need at least 50%%!;[[BA\2525]]Je suis désolé mais vous n'avez aucune action de cette compagnie. Vous devez avoir au moins 50%% !;[[BA\2525]]Mi dispiace, ma non possiede azioni di questa compagnia aerea. Deve possederne almeno il 50%%!;[[BA\2525]]Sorry, maar je bezit geen aandelen van deze luchtvaartmaatschappij. Je hebt minstens 50%% van de aandelen nodig.;[[BA\2525]]Lamento, mas não tem acções desta companhia aérea. Precisa de pelo menos 50%%!;[[BA\2525]]No posee ninguna acción de esta compañía, ¡y necesita al menos el 50%%!;[[BA\2525]]Sie besitzen von dieser Fluglinie keine Aktien. Sie brauchen aber mindestens 50%%!
Bank>2530;[[P1\BA\2530]]Eu gostaria de assumir. Com todos os direitos, obrigações, créditos e débitos.;[[P1\BA\2530]]I would like to take it over. With all rights, obligations, assets and liabilities.;[[P1\BA\2530]]Je voudrais la racheter. Avec tous ses droits, ses obligations, ses crédits et ses dettes.;[[P1\BA\2530]]Vorrei rilevarla con tutti i diritti, le obbligazioni, i crediti e i debiti.;[[P1\BA\2530]]Ik wil hem overnemen. Met alle rechten, plichten, kapitaal en schulden.;[[P1\BA\2530]]Queria comprar. Com todos os direitos, obrigações, créditos e dívidas.;[[P1\BA\2530]]Quiero absorberla con todos los derechos, obligaciones, activos y deudas.;[[P1\BA\2530]]Ich will sie übernehmen. Mit allen Rechten und Pflichten und allen Guthaben und Schulden.
Bank>2531;[[P1\BA\2531]]Eu quero apenas os valores. Venda tudo e demita as pessoas!;[[P1\BA\2531]]I just want the assets. Sell everything that's not nailed down and fire the people!;[[P1\BA\2531]]Je ne veux que le capital. Vendez tout ce qui n'est pas cloué au sol et virez tout le monde !;[[P1\BA\2531]]Voglio monetizzare. Venda tutto ciò che non è fissato al suolo e licenzi i dipendenti!;[[P1\BA\2531]]Ik wil alleen het geld. Verkoop alles en ontsla het personeel!;[[P1\BA\2531]]Só quero os valores. Venda tudo o que não estiver pregado ao chão e despeça as pessoas!;[[P1\BA\2531]]Sólo quiero los activos. Venda todo lo que no esté clavado y atornillado y despida al personal.;[[P1\BA\2531]]Ich will nur die Werte. Verkaufen Sie alles, was nicht niet- und nagelfest ist und werfen Sie die Leute raus.
Bank>2532;[[P1\BA\2532]]Oh. Nada. Eu mudei de idéia.;[[P1\BA\2532]]Oh. Nothing. I've changed my mind;[[P1\BA\2532]]Oh, rien. J'ai changé d'avis.;[[P1\BA\2532]]Oh. Niente. Ho cambiato idea.;[[P1\BA\2532]]Oh.. niks. Ik heb me bedacht.;[[P1\BA\2532]]Oh. Nada. Mudei de ideias.;[[P1\BA\2532]]Nada, nada, he cambiado de opinión.;[[P1\BA\2532]]Gar nichts, ich habe es mir anders überlegt.
Bank>2540;[[BA\2540]]Em nome do banco, eu gostaria de agradecer por seu pedido. Vou providenciar tudo e tratar da papelada, mas isso vai demorar até amanhã.;[[BA\2540]]On behalf of the bank, I would like to thank you for your order. I'm going to get everything under way and deal with the paperwork, but it won't be ready until tomorrow.;[[BA\2540]]De la part de la banque, je voudrais vous remercier de votre opération. Je vais tout mettre en route et m'occuper des papiers, mais cela me prendra jusqu'à demain.;[[BA\2540]]Per conto della banca vorrei ringraziarla per l'ordine. Avvio subito l'operazione e mi occuperò dei documenti, ma non prima di domani.;[[BA\2540]]Bedankt voor uw order. Ik ga alles in orde maken, maar het zal wel tot morgen duren. Tot ziens.;[[BA\2540]]Em nome do banco, gostaria de lhe agradecer a sua ordem. Vou começar a tratar da papelada, mas vai demorar até amanhã.;[[BA\2540]]En nombre del banco, gracias por confiar en nosotros. Voy a tomar las medidas oportunas y arreglar el papeleo. Estará listo para mañana.;[[BA\2540]]Ich danke im Namen meiner Bank für Ihren Auftrag. Ich werde alles notwendige in die Wege leiten und den Papierkram erledigen. Das wird bis Morgen dauern.
Bank>3000;[[BA\3000]]O mercado está atualmente saturado com ações. Eu não recomendaria nenhuma emissão de novas ações.;[[BA\3000]]The market is currently saturated with stocks. I wouldn't recommend issuing any new stocks.;[[BA\3000]]Le marché est actuellement saturé au niveau des actions. Je ne vous recommande pas d'émettre de nouvelles actions.;[[BA\3000]]Al momento il mercato è saturo di azioni. Le sconsiglio di emettere nuove azioni.;[[BA\3000]]U heeft genoeg aandelen voor de open markt. Ik zou geen nieuwe aandelen uitgeven.;[[BA\3000]]Neste momento o mercado está saturado de acções. Não recomendo a emissão de novas acções.;[[BA\3000]]Ahora mismo el mercado está saturado de acciones. No le aconsejo que lance una emisión.;[[BA\3000]]Der Markt ist zur Zeit mit Aktien gesättigt. Ich würde von einer Emission abraten.
Bank>3001;[[BA\3001]]O valor de suas ações é muito baixo para emitir novas ações.;[[BA\3001]]The value of your stocks is too low to issue new stocks.;[[BA\3001]]La valeur de vos actions est trop basse pour en émettre de nouvelles.;[[BA\3001]]Il valore delle sue azioni è troppo basso per emettere nuove azioni.;[[BA\3001]]De waarde van uw aandelen is te laag voor een nieuwe uitgifte.;[[BA\3001]]O valor das suas acções é muito baixo para emitir novas acções.;[[BA\3001]]Su cotización ahora mismo es demasiado baja para emitir nuevas acciones.;[[BA\3001]]Ihr Kurs ist zur Zeit zu niedrig um neue Aktien auszugeben.
Bank>3002;[[BA\3002]]Sua companhia tem muitas ações. No momento, o mercado apresenta uma demanda por novas ações. Quantas novas ações você gostaria de emitir?;[[BA\3002]]Your company has a lot of stocks. At the moment, the market needs new stocks. How many new stocks would you like to issue?;[[BA\3002]]Votre compagnie a beaucoup d'actions. En ce moment, le marché a besoin de nouvelles actions. Combien de nouvelles actions voudriez-vous émettre ?;[[BA\3002]]La sua società dispone di molte azioni. Al momento il mercato richiede nuove azioni. Quante nuove azioni desidera emettere?;[[BA\3002]]U heeft veel aandelen op de markt. Meer is niet nodig. hoeveel wilt u er uitgeven?;[[BA\3002]] Neste momento, o mercado precisa de novas acções. Quantas acções deseja emitir?;[[BA\3002]]Su compañía tiene un montón de acciones. Ahora mismo hay demanda en el mercado . ¿Cuántas nuevas acciones quiere emitir?;[[BA\3002]]Ihre Firma hat eine Menge Aktien. Auf dem Markt gibt es zur Zeit Bedarf für weitere Aktien. Wieviele neue Aktien wollen Sie ausgeben?
Bank>9993002;Você tem %s ações µVocê ainda precisa: %s;You have %s stocks µFurther Demand: %s;Vous avez %s actions µIl vous en faut encore : %s.;Possiede %s azioni µHa ancora bisogno di: %s.;U heeft %s aandelen µVerder nodig: %s;Tem %s acções µAinda precisa de: %s;Tiene usted %s acciones µNecesita otras: %s;Sie haben %s Aktien µWeiterer Bedarf: %s.
Bank>3010;[[P1\BA\3010]]%li (10%% do exigido);[[P1\BA\3010]]%li (10%% of the requirement);[[P1\BA\3010]]%li (10%% du total requis);[[P1\BA\3010]]%li (10%% del fabbisogno);[[P1\BA\3010]]%li (10%% van de vraag);[[P1\BA\3010]]%li (10%% da procura);[[P1\BA\3010]]%li (10%% del total requerido);[[P1\BA\3010]]%li (10%% des Bedarfs)
Bank>3011;[[P1\BA\3011]]%li (25%% do exigido);[[P1\BA\3011]]%li (25%% of the requirement);[[P1\BA\3011]]%li (25%% du total requis);[[P1\BA\3011]]%li (25%% del fabbisogno);[[P1\BA\3011]]%li (25%% van de vraag);[[P1\BA\3011]]%li (25%% da procura);[[P1\BA\3011]]%li (25%% del total requerido);[[P1\BA\3011]]%li (ein Viertel des Bedarfs)
Bank>3012;[[P1\BA\3012]]%li (50%% do exigido);[[P1\BA\3012]]%li (50%% of the requirement);[[P1\BA\3012]]%li (50%% du total requis);[[P1\BA\3012]]%li (50%% del fabbisogno);[[P1\BA\3012]]%li (50%% van de vraag);[[P1\BA\3012]]%li (50%% da procura);[[P1\BA\3012]]%li (50%% del total requerido);[[P1\BA\3012]]%li (die Hälfte des Bedarfs)
Bank>3013;[[P1\BA\3013]]%li (75%% do exigido);[[P1\BA\3013]]%li (75%% of the requirement);[[P1\BA\3013]]%li (75%% du total requis);[[P1\BA\3013]]%li (75%% del fabbisogno);[[P1\BA\3013]]%li (75%% van de vraag);[[P1\BA\3013]]%li (75%% da procura);[[P1\BA\3013]]%li (75%% del total requerido);[[P1\BA\3013]]%li (Dreiviertel des Bedarfs)
Bank>3014;[[P1\BA\3014]]%li (Tudo que eu posso vender);[[P1\BA\3014]]%li (Everything I can sell);[[P1\BA\3014]]%li (tout ce que je peux vendre);[[P1\BA\3014]]%li (Tutto quello che posso vendere);[[P1\BA\3014]]%li (Alles wat ik kan verkopen);[[P1\BA\3014]]%li (Tudo o que posso vender);[[P1\BA\3014]]%li (Todo lo que pueda vender);[[P1\BA\3014]]%li (Alles, was ich loswerden kann)
Bank>3015;[[P1\BA\3015]]Nenhuma. Eu só queria obter algumas informações.;[[P1\BA\3015]]None. I just wanted to get some information.;[[P1\BA\3015]]Rien. Je voulais juste quelques renseignements.;[[P1\BA\3015]]Niente. Volevo solo delle informazioni.;[[P1\BA\3015]]Niets. Ik wilde alleen informeren.;[[P1\BA\3015]]Nenhumas. Eu só queria algumas informações.;[[P1\BA\3015]]Ninguna, sólo quería informarme.;[[P1\BA\3015]]Keine, ich wollte mich nur 'mal erkundigen.
Bank>3020;[[BA\3020]]Quanto deveriam custar as ações? Quanto mais baixo o preço, mais ações podem ser vendidas de uma vez.;[[BA\3020]]How much should the stocks cost? The lower the price, the more stocks can be sold at once.;[[BA\3020]]Combien devraient coûter les actions ? Plus le prix est bas, plus on peut vendre d'actions à la fois.;[[BA\3020]]A che prezzo intende emettere le azioni? Se il prezzo è basso, le azioni si venderanno rapidamente.;[[BA\3020]]wat is de prijs van de aandelen? Als de prijs lager is kunnen er meer aandelen in eens worden uitgegeven.;[[BA\3020]]Quanto é que as acções devem custar? Quanto mais baixo for o preço, mais acções podem ser vendidas imediatamente.;[[BA\3020]]¿A qué precio quiere emitir las acciones? Cuanto menor sea el precio, más acciones podremos colocar inmediatamente en el mercado.;[[BA\3020]]Zu welchem Preis wollen Sie die Aktien ausgeben? Je niedriger der Preis ist, desto mehr Aktien können wir sofort am Markt absetzen.
Bank>3021;[[BA\3021]]Mas um preço mais baixo irá derrubar o preço das ações, e você tem que pagar compensação aos acionistas antigos. Um preço mais alto rende mais dinheiro.;[[BA\3021]]But a lower price will drop the stock price, and you will have to compensate the existing stock owners for the difference. Also, a higher price will raise more money.;[[BA\3021]]Mais un prix inférieur fera baisser le prix en Bourse, et vous devrez indemniser les anciens actionnaires. Un prix supérieur rapporte plus d'argent.;[[BA\3021]]Ma un prezzo troppo basso fa abbassare i prezzi di borsa e per questo deve pagare un compenso ai precedenti azionisti. Un prezzo maggiore produce più rendita.;[[BA\3021]]Maar een lagere prijs drukt de koers, en daarvoor moet u een vergoeding betalen aan de oude eigenaars. Een hogere prijs brengt meer geld in het laatje.;[[BA\3021]]Mas um preço mais baixo, faz descer o preço das acções e por isso tem de pagar compensações aos antigos accionistas. Um preço mais elevado atrai mais dinheiro.;[[BA\3021]]Pero un precio más bajo perjudica a la cotización, de modo que tendría que indemnizar a los antiguos accionistas. Además, un precio más alto supone más dinero.;[[BA\3021]]Aber ein niedriger Preis drückt den Kurs. Und dafür müssen Sie die alten Anteilseigner entschädigen. Ein höherer Preis bringt außerdem mehr Geld.
Bank>3022;[[BA\3022]]Que preço você quer? A taxa atual do mercado é ...;[[BA\3022]]Which price do you want? The current market rate is ...;[[BA\3022]]Quel prix voulez-vous ? Le prix actuel sur le marché est...;[[BA\3022]]Che prezzo vuole? L'attuale tasso di mercato è...;[[BA\3022]]Welke prijs wilt u? De actuele koers is...;[[BA\3022]]Qual é o preço que pretende? A actual taxa de mercado é...;[[BA\3022]]¿Qué precio quiere? La cotización actual es...;[[BA\3022]]Welchen Preis möchten Sie? Der aktuelle Börsenkurs ist...
Bank>9993022;$ %li;$ %li;%li €;$ %li;$ %li;%li $;Pts %li;€ %li
Bank>3030;[[P1\BA\3030]]$ %li. Eu gostaria de vender todas as ações.;[[P1\BA\3030]]$ %li. I would like to sell every single stock.;[[P1\BA\3030]]%li €. Je voudrais vendre la totalité des actions.;[[P1\BA\3030]]$ %li. Vorrei vendere tutte le azioni.;[[P1\BA\3030]]$ %li. Ik wil dat elk aandeel verkocht wordt.;[[P1\BA\3030]]%li $. Eu queria vender as acções todas.;[[P1\BA\3030]]Pts %li. Quiero vender hasta la última acción.;[[P1\BA\3030]]€ %li. Ich will, daß auch wirklich alle Anteile verkauft werden.
Bank>3031;[[P1\BA\3031]]$ %li. Vamos fazer um acordo.;[[P1\BA\3031]]$ %li. Let's find a compromise.;[[P1\BA\3031]]%li €. Faisons un compromis.;[[P1\BA\3031]]$ %li. Mettiamoci d'accordo.;[[P1\BA\3031]]$ %li. Laten we de gulden middenweg nemen.;[[P1\BA\3031]]%li $. Vamos entrar num compromisso.;[[P1\BA\3031]]Pts %li. Dejémoslo en un término medio.;[[P1\BA\3031]]€ %li. Nehmen wir einen Kompromiß.
Bank>3032;[[P1\BA\3032]]$ %li. Minhas ações são de alta qualidade e isso nunca é barato.;[[P1\BA\3032]]$ %li. My stocks are high quality and you get what you pay for.;[[P1\BA\3032]]%li €. Mes actions sont du premier choix alors il faut mettre le prix.;[[P1\BA\3032]]$ %li. Le mie azioni sono di buona qualità, quindi costano.;[[P1\BA\3032]]$ %li. Mijn aandelen zijn van hoge kwaliteit en dat heeft zijn prijs.;[[P1\BA\3032]]%li $. As minhas acções são de boa qualidade e a qualidade tem o seu preço.;[[P1\BA\3032]]Pts %li. Mis acciones son de calidad y eso tiene un precio.;[[P1\BA\3032]]€ %li. Meine Aktien haben Qualität und die hat ihren Preis.
Bank>3033;[[P1\BA\3033]]Bem, eu mudei de idéia. Vamos esquecer tudo.;[[P1\BA\3033]]Well, I've changed my mind. Let's drop the whole thing.;[[P1\BA\3033]]Bon, J'ai changé d'avis. On laisse tout tomber.;[[P1\BA\3033]]Ho cambiato idea. Come non detto.;[[P1\BA\3033]]Hmm.. Ik heb me bedacht. We blazen de hele boel af.;[[P1\BA\3033]]Bem, mudei de ideias. Vamos cancelar tudo.;[[P1\BA\3033]]He cambiado de opinión, anulamos la operación.;[[P1\BA\3033]]Ich hab's mir anders überlegt. Wir blasen die Sache ab.
Bank>3040;[[BA\3040]]Deixe-me somar: emita novas ações nesse preço. (A taxa atual é aquela.) O banco irá cobrar uma taxa. Faremos assim?;[[BA\3040]]Let me summarize: issue new stocks at this price. (However, the current price is that one.) The bank will charge a fee. Shall we do it like that?;[[BA\3040]]Résumons-nous : émission de nouvelles actions à ce prix (le taux actuel est celui là). La banque prendra une commission. Procédons-nous comme ça ?;[[BA\3040]]Per riassumere: emettiamo nuove azioni a questo prezzo (il tasso attuale è comunque questo) e la banca le addebiterà le spese per l'operazione. Facciamo in questo modo?;[[BA\3040]]Ik vat samen: Nieuwe aandelen tegen deze prijs uitgeven. (Dat is de actuele prijs.) de bank berekent hiervoor een vergoeding. zullen we het zo doen?;[[BA\3040]]Resumindo: emitir novas acções a este preço. (A taxa actual é essa.) O banco vai cobrar uma taxa. Vamos para a frente?;[[BA\3040]]En resumen: emitimos nuevas acciones a este precio. (La cotización actual es ésta). El banco les cargará una comisión. ¿Le parece bien?;[[BA\3040]]Ich fasse zusammen: Neue Aktien zu diesem Preis ausgeben (Der aktuelle Kurs hingegen ist dieser) Unsere Bank wird Ihnen eine Gebühr berechnen. Sollen wir es so machen?
